0.000000000000000000e+00 2.215454486067974446e-02
8.333333333333332871e-02 4.249802780355940029e-02
1.666666666666666574e-01 8.257537028757068465e-02
2.500000000000000000e-01 3.732335477387777045e-02
3.333333333333333148e-01 3.250559417894040293e-02
4.166666666666666297e-01 3.115741896098912431e-02
5.000000000000000000e-01 2.872104818686332592e-02
5.833333333333332593e-01 4.223063105590311311e-02
6.666666666666666297e-01 5.581691993397205898e-02
7.500000000000000000e-01 6.543151926096762994e-02
8.333333333333332593e-01 6.932504305803234568e-02
9.166666666666666297e-01 8.852028757463701325e+00
1.000000000000000000e+00 1.384356501973426212e+01
1.083333333333333259e+00 1.034434585771121462e+01
1.166666666666666519e+00 1.065770717806023882e+01
1.250000000000000000e+00 4.952725730542141269e-01
1.333333333333333259e+00 5.779979778969677323e-02
1.416666666666666519e+00 7.123500954672602747e-02
1.500000000000000000e+00 2.697947721776983165e-01
1.583333333333333259e+00 1.508938501783034236e-01
1.666666666666666519e+00 4.149830627394876514e-02
1.750000000000000000e+00 2.042065697448553971e-02
1.833333333333333259e+00 1.753624130059677072e-02
1.916666666666666519e+00 2.117448344006039179e-02
2.000000000000000000e+00 2.103050289767517678e-02
