0.000000000000000000e+00 2.404905112936945033e-01
8.695652173913043237e-02 2.772092091604969610e-01
1.739130434782608647e-01 2.532898608155961240e-01
2.608695652173912971e-01 3.664135361120413048e-01
3.478260869565217295e-01 3.403295195522437755e-01
4.347826086956521618e-01 2.308513920740093983e-01
5.217391304347825942e-01 4.404372402328411429e-01
6.086956521739130821e-01 1.818233991335278432e+01
6.956521739130434590e-01 4.880778297812856437e+01
7.826086956521738358e-01 4.234269312928353202e+01
8.695652173913043237e-01 2.581448445329589347e+01
9.565217391304348116e-01 6.419412344564959794e-01
1.043478260869565188e+00 2.386663798287439187e-01
1.130434782608695565e+00 3.346702277458342700e-01
1.217391304347826164e+00 2.852688100030253415e-01
1.304347826086956541e+00 2.135283396705635883e-01
1.391304347826086918e+00 3.756344626811299325e-01
1.478260869565217295e+00 3.193740636749757833e-01
