0.000000000000000000e+00 1.664502506662786374e-01
5.405405405405405705e-02 2.007236858823565062e-01
1.081081081081081141e-01 2.941275720400169935e-01
1.621621621621621712e-01 3.272371425584010840e-01
2.162162162162162282e-01 3.200532777646309945e-01
2.702702702702702853e-01 8.541681787244700397e-01
3.243243243243243423e-01 7.315672052033927564e+00
3.783783783783783994e-01 1.314088850694469812e+01
4.324324324324324564e-01 8.817016219618114548e+00
4.864864864864865135e-01 1.686059394534318301e+01
5.405405405405405705e-01 1.628496748174184816e+01
5.945945945945946276e-01 6.611515989027848761e+00
6.486486486486486847e-01 5.484798402236773507e-01
7.027027027027027417e-01 2.316213800823795355e-01
7.567567567567567988e-01 2.763275676922050117e-01
8.108108108108108558e-01 2.164861215139444461e-01
8.648648648648649129e-01 1.639505278576466607e-01
9.189189189189189699e-01 2.101301114875744058e-01
